"HS, AL, SK",Ikaalinen,"Ikaalisten tuloveroprosentti 9,9 prosenttia on niin korkea, että se vaikuttaa ihmisten halukkuuteen muuttaa kaupunkiin."
"HS, AL, SK",Ikaalinen,Ikaalisten kaupungin on vauhditettava kaikin keinoin Ikaalisten kylpyläalueen kehityshankkeita.
"HS, AL, SK",Ikaalinen,Ikaalisten on haettava kasvua ennen kaikkea keskustaa ja Kolmostien ympäristöä kehittämällä.
"HS, AL, SK",Ikaalinen,Ikaalisten on tuettava paikallista kulttuuritoimintaa nykyistä paremmin.
"HS, AL, SK",Juupajoki,Vesivahingosta kärsinyt alakoulu pitää peruskorjata eikä rakentaa uutta koulua.
"HS, AL, SK",Juupajoki,"Kunnan on nostettava kuntaveroa nykyisestä 8,4 prosentista investointien turvaamiseksi."
"HS, AL, SK",Juupajoki,Salokuntaan suunnitellun aurinkovoimalan toteuttamista tulee edistää.
"HS, AL, SK",Juupajoki,Tulevalla valtuustokaudella on aloitettava kuntaliitosneuvottelut Oriveden kanssa.
"HS, AL, SK",Kangasala,"Raitiotie on ulotettava Kangasalle heti, kun se on mahdollista."
"HS, AL, SK",Kangasala,"Kangasalan tuloveroprosentti 9,4 prosenttia on muuhun kaupunkiseutuun verrattuna liian korkea."
"HS, AL, SK",Kangasala,Kannatan tuulivoimaloiden rakentamista Kangasalle.
"HS, AL, SK",Kangasala,"Kangasalan on jatkettava tiukkaa talouskuria, jotta talous saadaan ylijäämäiseksi."
"HS, AL, SK",Kangasala,Kangasalle tarvitaan lisää vuokra-asuntoja kerros- ja rivitaloihin.
"HS, AL, SK",Kihniö,"Jos Kihniön väkimäärää ei saada kasvuun, on mietittävä kuntaliitosta."
"HS, AL, SK",Kihniö,Kannatan tuulivoimaloiden rakentamista Kihniöön.
"HS, AL, SK",Kihniö,"Kihniön tuloveroprosentti on niin korkea, että se vaikuttaa kunnan vetovoimaan."
"HS, AL, SK",Kihniö,"Kunnan on laitettava lisää rahaa ikäihmisten hyvinvoinnin edistämiseen, kun hyvinvointialue säästää omista palveluistaan."
"HS, AL, SK",Kihniö,Kihniö teki oikein luopuessaan maksuttomasta varhaiskasvatuksesta.
"HS, AL, SK",Kuhmoinen,"Jos Kuhmoisten väkimäärää ei saada kasvuun, on mietittävä kuntaliitosta."
"HS, AL, SK",Kuhmoinen,Kannatan tuulivoimaloiden rakentamista Kuhmoisiin.
"HS, AL, SK",Kuhmoinen,"Kuhmoisten kunnan on edistettävä sitä, että kunnassa sijaitseviin tyhjiin taloihin saadaan asukkaita."
"HS, AL, SK",Kuhmoinen,"Kuhmoisten on laitettava lisää rahaa ikäihmisten hyvinvoinnin edistämiseen, kun hyvinvointialue säästää omista palveluistaan."
"HS, AL, SK",Lempäälä,"Lempäälän pitää kasvattaa asukasmääräänsä, jotta ikäluokkien pienentyessä kouluihin riittää oppilaita."
"HS, AL, SK",Lempäälä,Valtatie 3:n niin sanotun Puskiaisten oikaisun rakentaminen on Lempäälän kunnan kannalta hyvä asia.
"HS, AL, SK",Lempäälä,Lempäälässä on tärkeämpää rakentaa asuntoja ja uusia palveluja vanhan ydinkeskustan ympäristöön kuin muiden alueiden pelloille ja metsiin.
"HS, AL, SK",Lempäälä,Lempäälän pitää maksaa kotihoidontuen kuntalisää perheiden valinnanmahdollisuuden turvaamiseksi.
"HS, AL, SK",Lempäälä,"Lempäälään osallistuminen Vesimaailma Louheen oli virhe, kylpylä ei palvele tavallisia kuntalaisia."
"HS, AL, SK",Mänttä-Vilppula,Kaupungin pitää hyväksyä Metsomäen tuulivoimalan kaava ja rakennuslupa Kolhoon.
"HS, AL, SK",Mänttä-Vilppula,Mänttä-Vilppulan tulee rakennuttaa uusi yläkoulu.
"HS, AL, SK",Mänttä-Vilppula,Kehitysyhtiöt voidaan lakkauttaa ja siirtää niiden toiminnot kaupungille.
"HS, AL, SK",Mänttä-Vilppula,"Mänttä-Vilppulan veroprosenttia ei saa korottaa nykyisestä 9,9 prosentista, vaikka olisi paineita menojen kasvattamiseksi."
"HS, AL, SK",Mänttä-Vilppula,Mäntän Jääareenan tulee järjestää toimintansa ilman kaupungin avustusta.
"HS, AL, SK",Nokia,Jokaisella lapsella pitäisi olla Nokian kaupungin tarjoama ilmainen harrastusmahdollisuus.
"HS, AL, SK",Nokia,Ranta-alueet tulee suunnitella kaikkien nokialaisten virkistyskäyttöön esimerkiksi kevyen liikenteen väylien ja ulkoilureittien avulla eikä yksityistää kovan rahan asumiseen.
"HS, AL, SK",Nokia,"Opetukseen ja varhaiskasvatukseen pitää lisätä Nokialla resursseja, vaikka se tarkoittaisi kuntalaisille lisää kustannuksia."
"HS, AL, SK",Nokia,Tulevissa investoinneissa pitää priorisoida teiden kunnossapito ja infra ennen koulujen ja päiväkotien rakennus- ja korjaushankkeita.
"HS, AL, SK",Nokia,Nokialla osa palveluista voi olla saavutettavissa vain omalla autolla.
"HS, AL, SK",Orivesi,"Oriveden tuloveroprosentti 9,4 prosenttia on jo nyt liian korkea, eikä sitä pidä enää korottaa."
"HS, AL, SK",Orivesi,"Oriveden tulee jatkaa tiukkaa talouden tasapainotusta, vaikka se tarkoittaisi henkilöstön vähennyksiä tai lomautuksia."
"HS, AL, SK",Orivesi,"Eräjärven koulun lakkautuspäätös on tehtävä, jos oppilasmäärää ei saada nousuun."
"HS, AL, SK",Orivesi,Oriveden on laitettava lisää rahaa haja-asutusalueiden elinvoimaan niiden vetovoimaisuuden parantamiseksi.
"HS, AL, SK",Orivesi,Oriveden on houkuteltava kaupunkiin teollisen kokoluokan aurinkoenergiahankkeita.
"HS, AL, SK",Parkano,Kaupungin on edistettävä Parkanoon suunniteltujen tuuli- ja aurinkovoimahankkeiden toteutumista.
"HS, AL, SK",Parkano,"Parkanon on tiukennettava talouskuria, jotta talous saadaan ylijäämäiseksi."
"HS, AL, SK",Parkano,Kaupungin on tiukkenevassakin taloustilanteessa pidettävä kiinni vauvarahan maksamisesta.
"HS, AL, SK",Parkano,Parkanoon on rakennettava uusi päiväkoti.
"HS, AL, SK",Parkano,Junaliikenne on Parkanolle elinehto ja aseman alueen vetovoimaan kannattaa käyttää rahaa.
"HS, AL, SK",Pirkkala,Pirkkalan kunnan pitää kiihdyttää liike- ja työpaikka-alueiden kaavoittamista työpaikkojen lisäämiseksi.
"HS, AL, SK",Pirkkala,"Pirkkalan pitää kasvattaa asukasmääräänsä, jotta ikäluokkien pienentyessä kouluihin riittää oppilaita."
"HS, AL, SK",Pirkkala,Raitiotielinja on rakennettava Suupalle saakka mahdollisimman pian.
"HS, AL, SK",Pirkkala,Valtatie 3:n niin sanotun Puskiaisten oikaisun rakentaminen on Pirkkalan kannalta hyvä asia.
"HS, AL, SK",Pirkkala,"Pormestarimalli on osoittanut toimivuutensa Pirkkalassa, eikä siitä pidä luopua."
"HS, AL, SK",Punkalaidun,"Jos kunnan väkimäärää ei saada kasvuun, on mietittävä kuntaliitosta."
"HS, AL, SK",Punkalaidun,Kannatan tuuli- ja aurinkovoimaloiden rakentamista Punkalaitumelle.
"HS, AL, SK",Punkalaidun,"Kunnan on laitettava lisää rahaa ikäihmisten hyvinvoinnin edistämiseen, kun hyvinvointialue säästää omista palveluistaan."
"HS, AL, SK",Punkalaidun,"Maksuton varhaiskasvatus on hyvä päätös, josta pitää pitää kiinni."
"HS, AL, SK",Punkalaidun,Vesihuoltolaitoksen talous on saatava tasapainoon maksuja korottamalla.
"HS, AL, SK",Pälkäne,"Kunnan on laitettava lisää rahaa ikäihmisten hyvinvoinnin edistämiseen, kun hyvinvointialue säästää omista palveluistaan."
"HS, AL, SK",Pälkäne,Pälkäneen pitää houkutella kuntaan lisää ison kokoluokan aurinkovoimahankkeita.
"HS, AL, SK",Pälkäne,Pälkäneelle on rakennettava lisää vuokra-asuntoja kerros- ja rivitaloihin perheiden houkuttelemiseksi.
"HS, AL, SK",Pälkäne,Onkkaalan uusi yhtenäiskoulu on välttämätöntä rakentaa niin pian kuin mahdollista.
"HS, AL, SK",Pälkäne,Vajoavan rivitalon tapaus on vahingoittanut kunnan mainetta ja olisi pitänyt hoitaa toisin.
"HS, AL, SK",Ruovesi,"Kunnan on laitettava lisää rahaa ikäihmisten hyvinvoinnin edistämiseen, kun hyvinvointialue säästää omista palveluistaan."
"HS, AL, SK",Ruovesi,Kannatan tuulivoimaloiden rakentamista Ruovedelle.
"HS, AL, SK",Ruovesi,"Ruovedellä on edistettävä sitä, että lähialueen oppilaitosten koulutus palvelee alueen yritysten tarpeita."
"HS, AL, SK",Ruovesi,Äärioikeiston tapahtumien pitäminen Tuuhosen leirikeskuksessa on aiheuttanut vahinkoa kunnan maineelle.
"HS, AL, SK",Ruovesi,Ruoveden on parannettava lapsiperheiden etuja perheiden houkuttelemikseksi kuntaan.
"HS, AL, SK",Sastamala,Sastamalan pitää alkaa markkinoida tonttejaan ale-kampanjalla muuttovoiton kasvattamiseksi.
"HS, AL, SK",Sastamala,"Sastamalan kaupungin pitää jatkaa kouluinvestointeja, vaikka oppilasmäärä vähenee."
"HS, AL, SK",Sastamala,"Sastamalan pitää korottaa kunnallisveroprosenttia, jotta tulevien vuosien investoinneista selvitään."
"HS, AL, SK",Sastamala,Sastamalan kaupungin tulee aktiivisesti etsiä mahdollisuuksia lisätä aurinko- ja tuulivoimalahankkeita kaupungin alueilla.
"HS, AL, SK",Sastamala,Sastamalan pitää yhtenä säästökeinona vähentää luottamushenkilöiden määrää.
"HS, AL, SK",Urjala,"Urjalan tuloveroprosentti 10,3 prosenttia on niin korkea, että se vaikuttaa ihmisten haluun muuttaa kuntaan."
"HS, AL, SK",Urjala,Urjalan pitää houkutella kuntaan ison kokoluokan aurinkoenergiahankkeita.
"HS, AL, SK",Urjala,"Jos Urjalan väkimäärää ei saada kasvuun, on mietittävä kuntaliitosta."
"HS, AL, SK",Urjala,Urjalan aseman palauttaminen henkilöliikenteen seisakkeeksi on kohtalonkysymys kunnalle.
"HS, AL, SK",Urjala,"Kunnan on laitettava lisää rahaa ikäihmisten hyvinvoinnin edistämiseen, kun hyvinvointialue säästää omista palveluistaan."
"HS, AL, SK",Valkeakoski,Valkeakosken pitää lopettaa omakotialueiden kaavoittaminen ja keskittyä teollisuustonttien myymiseen.
"HS, AL, SK",Valkeakoski,Heritynniemen kaavoitus pitää keskeyttää ja säilyttää alue nykyisessä lähes luonnontilaisessa muodossaan.
"HS, AL, SK",Valkeakoski,Sointulaan tarvitaan toimiva päiväkoti Valkeakosken isoimman lähiön kehityksen veturiksi.
"HS, AL, SK",Valkeakoski,"Valkeakosken kunnallisveroprosentti 8,9 prosenttia on alle Pirkanmaan keskiarvon, ja sitä on siksi syytä nostaa kaupungin talouden tasapainottamiseksi."
"HS, AL, SK",Valkeakoski,"Kaupungin pitää tukea nykyistä enemmän teatterin tekemistä, tapahtumia ja muuta kulttuuritoimintaa."
"HS, AL, SK",Vesilahti,Vesilahden pitäisi maksaa kotihoidontuen kuntalisää perheiden valinnanmahdollisuuden turvaamiseksi.
"HS, AL, SK",Vesilahti,Vesilahden pitää ohjata uutta asutusta ennen kaikkea keskustan läheisyyteen.
"HS, AL, SK",Vesilahti,"Kunnan on laitettava lisää rahaa ikäihmisten hyvinvoinnin edistämiseen, kun hyvinvointialue säästää omista palveluistaan."
"HS, AL, SK",Vesilahti,Vesilahden on tehtävä tiukkoja toimia talouden tasapainon eteen ja velkaantumisen hillitsemiseksi.
"HS, AL, SK",Vesilahti,Vesilahden pitää houkutella kuntaan teollisen kokoluokan aurinkoenergiahankkeita.
"HS, AL, SK",Virrat,Virroille on rakennettava uimahalli.
"HS, AL, SK",Virrat,Kannatan tuulivoimaloiden rakentamista Virroille.
"HS, AL, SK",Virrat,"Kaupungin on laitettava lisää rahaa ikäihmisten hyvinvoinnin edistämiseen, kun hyvinvointialue säästää omista palveluistaan."
"HS, AL, SK",Virrat,"Virroilla on edistettävä sitä, että että lähialueen oppilaitosten koulutus palvelee alueen yritysten tarpeita."
"HS, AL, SK",Virrat,Virtain lapsiperheille kohdistamat edut kuten vauvaraha ja maksuton varhaiskasvatus ovat liian mittavat.
"HS, AL, SK",Ylöjärvi,Ylöjärven pitää tiivistää halutuimpia asuinalueita uusien asukkaiden houkuttelemiseksi.
"HS, AL, SK",Ylöjärvi,"Raitiotie on ulotettava Ylöjärvelle heti, kun se on mahdollista."
"HS, AL, SK",Ylöjärvi,Ylöjärven pitää ottaa käyttöön pormestarimalli.
"HS, AL, SK",Ylöjärvi,Ylöjärven on laitettava nykyistä enemmän rahaa kylien elinvoimaan.
"HS, AL, SK",Ylöjärvi,Kannatan tuulivoimaloiden rakentamista Ylöjärvelle.
"HS, AL, SK",Jämsä,Jämsän täytyy huomioida ikäluokkien jyrkkä pieneneminen karsimalla koulujen määrää.
"HS, AL, SK",Jämsä,Jämsän kaupungin tulee pysyä Jyväskylän koulutuskuntayhtymä Gradian jäsenenä.
"HS, AL, SK",Jämsä,Jämsän pitää profiloitua voimakkaammin uusiutuvan energiatuotannon kuntana.
"HS, AL, SK",Jämsä,Jämsän on tehtävä päätös uuden kulttuuritilan rakentamisesta.
"HS, AL, SK",Jämsä,Jämsän kaupungin tulee tukea vain yhtä jäähallia.
"HS, AL, SK",Janakkala,"Kyläkoulut pitää säilyttää Janakkalassa, vaikka se tarkoittaisi veroprosentin nostamista."
"HS, AL, SK",Janakkala,Janakkalan tulisi kuntana osallistua Pride-liputukseen.
"HS, AL, SK",Janakkala,"Kun nykyisen ruoka- ja ateriapalveluiden tuottajan Compass Groupin sopimuskausi päättyy, pitää palvelut siirtää taas kunnan omaksi tuotannoksi."
"HS, AL, SK",Janakkala,Janakkalan pitäisi tarjota tontteja ilmaiseksi uusien asukkaiden houkuttelemiseksi.
"HS, AL, SK",Janakkala,"Janakkalassa pitää säilyttää oma uimahalli, vaikka se tarkoittaisi jonkin muun liikunnan korjaus- tai rakennushankkeen siirtymistä."
"HS, AL, SK",Keuruu,Keuruulle on rakennettava tuulivoimaa.
"HS, AL, SK",Keuruu,Keuruulla on säilytettävä oma museo.
"HS, AL, SK",Keuruu,Keuruun on tehtävä kuntaliitos Multian kanssa.
"HS, AL, SK",Keuruu,Keuruulle on rakennettava sisäliikuntahalli.
"HS, AL, SK",Keuruu,Keuruuta pitää markkinoida retkeilykaupunkina.
"HS, AL, SK",Multia,Multian on tehtävä kuntaliitos Keuruun kanssa.
"HS, AL, SK",Multia,Multialle on rakennettava tuulivoimaa.
"HS, AL, SK",Multia,Ruoanvalmistus on säilytettävä Poukaman keittiössä.
"HS, AL, SK",Multia,Multialla pitää ryhtyä maksamaan 1000 euron vauvarahaa.
"HS, AL, SK",Ulvila,Ulvilan pitää tehdä rakentamispäätös 12-14 miljoonaa euroa maksavasta tekonurmipohjaisesta jalkapallo- ja pesäpallohallista.
"HS, AL, SK",Ulvila,Ulvilan pitää tukea Harjunpäähän ja Kaasmarkkuun suunniteltujen jättimäisten aurinkovoimala-alueiden rakentamista.
"HS, AL, SK",Ulvila,"Kaasmarkun koulu pitää lakkauttaa ja kouluverkkoa tiivistää, koska oppilasmäärät vähenevät"
"HS, AL, SK",Ulvila,Yleiskaavassa olevaa Pirunkynnen suurteollisuusaluetta pitää kaikin tavoin edistää.
"HS, AL, SK",Ulvila,Ulvilan Naparantaan pitää tehdä aiempaa huomattavasti suurempia  matkailu- ja virkistyspanostuksia.
"HS, AL, SK",Eura,"Euran lukio ja Säkylän seudun lukio pitää yhdistää, jotta Pyhäjärviseudulla on tulevaisuudessa edes yksi lukio."
"HS, AL, SK",Eura,"Alakouluverkkoa on supistettava, koska Euran kokoisella kunnalla ei ole varaa ylläpitää kuutta alakoulua."
"HS, AL, SK",Eura,"Matkailu on nostettava Euran ykkösprioriteetiksi. Tapahtumien järjestämiseen, kuntamarkkinointiin ja matkailupanostuksiin suunniteltujen säästöjen sijasta niihin on satsattava aiempaa enemmän."
"HS, AL, SK",Eura,"Kunnan pitää tarjota koulukuljetus kaikille oppilaille, joiden koulumatkan varrella on tehty susihavaintoja."
"HS, AL, SK",Eura,"Uuden liikuntasalin tai monitoimitilan, miksi sitä sitten haluaakin kutsua, rakentaminen  Euran koulukeskukseen on viimeinkin aloitettava."
"HS, AL, SK",Säkylä,"Säkylän seudun lukio ja Euran lukio pitää yhdistää, jotta Pyhäjärviseudulla on tulevaisuudessa edes yksi lukio."
"HS, AL, SK",Säkylä,Valtuuston päätös Kepolan koulun lakkauttamisesta kesällä 2025 pitää perua.
"HS, AL, SK",Säkylä,"Kunnan pitää tarjota koulukuljetus kaikille oppilaille, joiden koulumatkan varrella on tehty susihavaintoja."
"HS, AL, SK",Säkylä,"Säkylän on oltava aktiivinen Elyn suuntaan, jotta linja-autoyhteydet saadaan kuntoon ostoliikennesopimuksella."
"HS, AL, SK",Säkylä,"Säkylän yhteiskäyttöautot ovat olleet tärkeä palvelu niille kuntalaisille, joilla ei ole omaa autoa. Palvelua pitää jatkaa."
"HS, AL, SK",Huittinen,"Kahden alakoulun mallissa pitää pysyä, eikä kouluverkkokysymystä pidä avata uudestaan päätöksentekoon."
"HS, AL, SK",Huittinen,Uusi paloasema on rakennettava Huittisiin ja hyvinvointialueen kanssa on päästävä pitkään vuokrasopimukseen.
"HS, AL, SK",Huittinen,"Kaupungin pitää panostaa tulvasuojeluun, jotta vuoden 2024 marraskuun kaltaiset tapahtumat toistu."
"HS, AL, SK",Huittinen,Keskustan elävöittämiseen pitää panostaa entistä enemmän muun muassa jouluvalaistuksessa.
"HS, AL, SK",Huittinen,"Kaupungin pitää hankkiutua eroon tarpeettomista kiinteistöistä, vaikka ne jouduttaisiin myymään alle markkinahinnan."
"HS, AL, SK",Kankaanpää,Venesjärvelle ei pidä rakentaa uutta koulua.
"HS, AL, SK",Kankaanpää,Kaupungin pitää sitoutua pesäpallostadionin katsomon uusimiseen ja investoida alue Superpesis-valmiuteen.
"HS, AL, SK",Kankaanpää,Tulevissa investoinneissa pitää priorisoida katujen kunnossapito ja infra ennen koulujen ja päiväkotien rakennus- ja korjaushankkeita.
"HS, AL, SK",Kankaanpää,"Kaupungin pitää ottaa johtava rooli sekä neuvotteluissa että rahoituksessa, jotta rautatie Porin suuntaan saadaan Naton vaatimaan kuntoon."
"HS, AL, SK",Kankaanpää,Jokaisella lapsella pitäisi olla Kankaanpään kaupungin tarjoama ilmainen harrastusmahdollisuus.
"HS, AL, SK",Pomarkku,"Kunnan pitää olla tukemassa taloudellisesti, jotta rautatie Porin suuntaan saadaan Naton vaatimaan liikennöitävään kuntoon."
"HS, AL, SK",Pomarkku,"Lukiolaisten kannustestipendiä on nostettava, jotta Pomarkun lukio pysyy houkuttelevana ja elinvoimaisena."
"HS, AL, SK",Pomarkku,"Manner-Suomen suurinta veroprosenttia on entisestään nostettava, jotta kunta pysyy itsenäisenä."
"HS, AL, SK",Pomarkku,"Kunnan pitää hankkiutua eroon tarpeettomista kiinteistöistä, vaikka ne jouduttaisiin myymään alle markkinahinnan."
"HS, AL, SK",Pomarkku,"Uusia kuntalaisia pitää houkutella edullisella tonttikampanjalla, vaikka sen aiheuttama talouspaine pakottaisi veroprosentin korotukseen."
"HS, AL, SK",Pori,Pori Energia -kaupan voitoilla perustetun rahaston pääomaa pitää käyttää investointeihin.
"HS, AL, SK",Pori,Porin pääkirjaston peruskorjaus on välttämätön ja pitää aloittaa mahdollisimman nopeasti.
"HS, AL, SK",Pori,"Porin pitää ottaa näkyvä rooli, jotta raideyhteys Porista Niinisaloon saadaan Nato-jäsenyyden vaatimaan kuntoon."
"HS, AL, SK",Pori,"Porin ei pidä jatkossa tukea miljoonilla maakuntalentoja tai ottaa lentoasemaa kontolleen, vaikka valtio niin vaatisi."
"HS, AL, SK",Pori,"Porin liikuntapaikkaolosuhteet ovat riittävät, eikä niihin ole syytä panna enempää euroja."
"HS, AL, SK",Nakkila,Kunnan pitää rakentaa uudet opiskelutilat kaikille Nakkilan alakoululaisille.
"HS, AL, SK",Nakkila,Tattaran koulu pitää sulkea.
"HS, AL, SK",Nakkila,"Kunnan pitää neuvotella hyvinvointialueen kanssa sellainen sopimus, että Nakkilassa säilyy sote-piste hinnalla millä hyvänsä."
"HS, AL, SK",Nakkila,"Kunnan pitää osallistua kustannuksiin, jotta Nakkilassa säilyy oma vanhainkoti."
"HS, AL, SK",Nakkila,"Nakkilan, Harjavallan ja Kokemäen lukiot pitää yhdistää, jotta alueella olisi tulevaisuudessa edes yksi lukio."
"HS, AL, SK",Harjavalta,Kaupungin pitää jatkaa aktiivista maanhankintaa teollisuuden tarpeisiin.
"HS, AL, SK",Harjavalta,"Kaupungin pitää tehdä kaikkensa, että Koirakorven alueelle voidaan rakentaa tuulivoimaa."
"HS, AL, SK",Harjavalta,"Kaupungin pitää rakentaa liikekeskukseen uusi tasokas vuokratalo, jotta paikkakunnalle töihin tulevien on helpompi muuttaa Harjavaltaan."
"HS, AL, SK",Harjavalta,"Nakkilan, Harjavallan ja Kokemäen lukiot pitää yhdistää, jotta alueella olisi tulevaisuudessa edes yksi lukio."
"HS, AL, SK",Harjavalta,"Kaupungin pitää hankkiutua eroon tarpeettomista kiinteistöistä, vaikka ne jouduttaisiin myymään alle markkinahinnan."
"HS, AL, SK",Kokemäki,"Kaupungin on huolehdittava siitä, että Kokemäellä säilyy sote-piste hinnalla millä hyvänsä myös viiden vuoden sopimuskauden jälkeen."
"HS, AL, SK",Kokemäki,Kokemäen vanha terveyskeskus pitää purkaa.
"HS, AL, SK",Kokemäki,"Kaupungin pitää osallistua kustannuksiin, jotta Kokemäellä säilyy oma vanhainkoti."
"HS, AL, SK",Kokemäki,Kaupungin pitää osallistua Rauman radan henkilöliikenteen kustannuksiin.
"HS, AL, SK",Kokemäki,"Nakkilan, Harjavallan ja Kokemäen lukiot pitää yhdistää, jotta alueella olisi tulevaisuudessa edes yksi lukio."
"HS, AL, SK",Karvia,Jokaisella lapsella pitäisi olla Karvian kunnan tarjoama ilmainen harrastusmahdollisuus.
"HS, AL, SK",Karvia,"Kunnan pitää hankkiutua eroon tarpeettomista kiinteistöistä, vaikka ne jouduttaisiin myymään alle markkinahinnan."
